placeUrl,title,quote,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,jeudi,vendredi,samedi,dimanche,lundi,mardi,mercredi,imgUrl,isClaimed,latitude,longitude,query,timestamp,openingHours,mood
"https://www.google.com/maps/place/Lyons+GastroPub/@45.7489043,4.8731266,14z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eaff34f89363:0x2eb759bc8dcfdb65!8m2!3d45.7652603!4d4.835001!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJuYWpsWFJXbG5SUkFC?hl=fr",Lyons GastroPub,,"4,3",431.0,Restaurant,·  Service aux tables  ·  Livraison,"7 Rue Neuve, 69001 Lyon, France","QR8P+42 Lyon, France",lyonsgastropub.fr,+33 4 72 45 99 12,"12h00–14h00, 17h30–23h30","12h00–14h00, 17h30–23h30","12h00–14h00, 17h30–23h30","12h00–14h00, 17h30–23h30","12h00–14h00, 17h30–23h30",17h30–23h30,17h30–23h30,,True,45.76531249999998,4.835062500000007,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:12:49.313Z,,['']
"https://www.google.com/maps/place/L'+Antiquaire/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eafe19af9dff:0x1842eb2d36a4ec0b!8m2!3d45.7678949!4d4.8306154!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQxjb2NrdGFpbF9iYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnZiVGhIZUVOUkVBRQ?hl=fr",L' Antiquaire,Cocktails et alcools du monde servis dans un bar tamisé cosy avec murs en briques et ventilateurs vintage.,"4,6",551.0,Bar à coquetels,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"20 Rue Hippolyte Flandrin, 69001 Lyon, France","QR9J+56 Lyon, France",,+33 6 34 21 54 65,18h00–1h00,18h00–3h00,18h00–3h00,18h00–1h00,18h00–1h00,18h00–1h00,18h00–1h00,https://lh5.googleusercontent.com/p/AF1QipNvFAWZMjyd4eOZEGbLhBzBEHvmDiL4YlR6P53s=w408-h272-k-no,True,45.7679375,4.830562499999999,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:12:53.268Z,,['afterwork']
"https://www.google.com/maps/place/Soul+brothers/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4ebbc3314eea5:0x4af69ee9ed462e77!8m2!3d45.7652348!4d4.8348094!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUk5Yemx1V25oUlJSQUI?hl=fr",Soul brothers,,"5,0",55.0,Bar,·  Service aux tables,"5 Rue Neuve, 69001 Lyon, France","QR8M+4W Lyon, France",bar-soul-brothers-lyon.fr,+33 4 82 91 99 33,16h00–1h00,16h00–1h00,16h00–1h00,Fermé,Fermé,16h00–1h00,16h00–1h00,https://lh5.googleusercontent.com/p/AF1QipNB2QrQv-mDi-n1tnKkrDakFr5PHAnqg9iR8SWR=w494-h240-k-no,True,45.76531249999998,4.8348125000000115,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:12:56.738Z,,['bolDair']
"https://www.google.com/maps/place/Les+BerThoM+Pizay+Lyon/@45.7683331,4.828893,16z/data=!4m6!1m2!2m1!1sbar+lyon+69001!3m2!1s0x47f4eaf93eccbec3:0x17c33caa63bb1b64!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkpiRGRYU0ZKQkVBRQ?hl=fr",Les BerThoM Pizay Lyon,,"4,5",850.0,Bar,·  Service aux tables  ·  Commandes à emporter,"24 Rue Pizay, 69001 Lyon, France","QR8P+VM Lyon, France",lesberthom.com,+33 9 62 25 14 34,16h00–19h00,16h00–19h00,16h00–19h00,Fermé,Fermé,Fermé,Fermé,https://lh5.googleusercontent.com/p/AF1QipOUtTuw4ayZCycBjiz7NZ3_neiWsF0O6D_N5M-m=w408-h271-k-no,False,45.76718749999999,4.8366874999999965,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:12:59.862Z,,['bolDair']
"https://www.google.com/maps/place/Le+Fant%C3%B4me+de+l'Op%C3%A9ra/@45.7683331,4.828893,16z/data=!4m6!1m2!2m1!1sbar+lyon+69001!3m2!1s0x47f4eafb7538ba79:0x4430568b2ec36d98!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQZsb3VuZ2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjNiRkIyV2s5M0VBRQ?hl=fr",Le Fantôme de l'Opéra,"Cocktails, vins et spiritueux dans un cadre tamisé aux murs de pierres, poutres apparentes et fauteuils cosy.","4,7",381.0,Bar-salon,·  Service aux tables,"19 Rue Royale, 69001 Lyon, France","QRCP+9X Lyon, France",lefantomedelopera.fr,+33 4 37 92 03 88,18h00–1h00,18h00–1h00,18h00–1h00,Fermé,Fermé,18h00–1h00,18h00–1h00,https://lh5.googleusercontent.com/p/AF1QipPdQaiO-yjeqFn18yZoprvJjNXNgfwLpYCTY13L=w408-h272-k-no,True,45.77093750000002,4.837437500000006,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:04.284Z,,['afterwork']
"https://www.google.com/maps/place/Pelican+-+cocktails+%26+tapas/@45.7683331,4.828893,16z/data=!4m6!1m2!2m1!1sbar+lyon+69001!3m2!1s0x47f4ebf991795e1d:0xbdea18d8e7f87b3d!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQxjb2NrdGFpbF9iYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnZPRXhxWkVOUkVBRQ?hl=fr",Pelican - cocktails & tapas,,"4,7",108.0,Bar à coquetels,·  Service aux tables  ·  Commandes à emporter  ·  Livraison sans contact,"7 Rue Terme, 69001 Lyon, France","QR9J+QH Lyon, France",pelicanlyon.com,+33 4 78 69 36 57,Fermé,18h00–22h00,18h00–22h00,Fermé,Fermé,Fermé,Fermé,https://lh5.googleusercontent.com/p/AF1QipNW7oR0cYmplFFOKcyrFc9SGI7eeuIHsc-WAJwJ=w408-h272-k-no,True,45.769437500000016,4.831437500000007,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:08.245Z,,['afterwork']
"https://www.google.com/maps/place/Hopstore/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eafe029b221b:0x1e5af6c6b7629cdf!8m2!3d45.7682785!4d4.8304118!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkpiSEJUU21wUlJSQUI?hl=fr",Hopstore,Ce bar sert des bières pression et une carte de plats classiques dans une salle sobre à l'esprit industriel.,"4,5",1671.0,Bar,·  Service aux tables  ·  Livraison,"27 Rue de la Martinière, 69001 Lyon, France","QR9J+85 Lyon, France",,+33 4 78 30 79 84,12h00–1h00,12h00–1h00,12h00–1h00,12h00–1h00,12h00–1h00,12h00–1h00,12h00–1h00,https://lh5.googleusercontent.com/p/AF1QipP-RsbRetK5jk0kIzSEpXy0QtIR4oyRHMVJm62w=w408-h306-k-no,True,45.76831250000002,4.830437500000002,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:11.909Z,,['bolDair']
"https://www.google.com/maps/place/L'Orangerie+Lyon+1er/@45.7683331,4.828893,16z/data=!4m6!1m2!2m1!1sbar+lyon+69001!3m2!1s0x47f4eb02104c576b:0x2e50c552d4a21f2a!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTBlVXhtYUhSM1JSQUI?hl=fr",L'Orangerie Lyon 1er,,"4,8",161.0,Bar,·  Service aux tables,"4 Rue du Jardin des Plantes, 69001 Lyon, France","QR9H+RV Lyon, France",instagram.com,+33 6 68 80 85 87,17h00–1h00,17h00–1h00,17h00–1h00,Fermé,17h00–0h00,17h00–0h00,17h00–1h00,https://lh5.googleusercontent.com/p/AF1QipO8Z_PGsKcTct29Sdwb9yPG0Awyw-7dGSanPljG=w408-h344-k-no,True,45.76956250000002,4.82968750000002,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:15.175Z,,['bolDair']
"https://www.google.com/maps/place/Broc'Bar/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eaffb1d9cb01:0x5a5cbf0e32a4a614!8m2!3d45.7661111!4d4.8316667!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnphazkxTWxkM0VBRQ?hl=fr",Broc'Bar,,"4,3",685.0,Bar,,"20 Rue Lanterne, 69001 Lyon, France","QR8J+CM Lyon, France",,+33 4 78 30 82 61,7h00–1h00,7h00–1h00,7h00–1h00,10h00–23h00,7h00–23h00,7h00–1h00,7h00–1h00,https://lh5.googleusercontent.com/p/AF1QipO3GGkzVi_SaKYUAa8l1YF4oYuqBEK_n1IX4cB4=w408-h306-k-no,False,45.76606249999999,4.831687500000001,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:18.540Z,,['bolDair']
"https://www.google.com/maps/place/Catie's+-+Bar+%C3%A0+vin+%26+tapas/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eafc40a14d6b:0x7ad171ef9413b5ea!8m2!3d45.7698945!4d4.8342585!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQh3aW5lX2Jhcg?hl=fr",Catie's - Bar à vin & tapas,,"4,9",13.0,Vinothèque,·  Service aux tables  ·  Livraison,"24 Rue René Leynaud, 69001 Lyon, France","QR9M+WP Lyon, France",caties.business.site,+33 4 69 70 87 23,19h00–0h00,19h00–0h00,19h00–0h00,Fermé,Fermé,Fermé,19h00–0h00,https://lh5.googleusercontent.com/p/AF1QipPQHMNjccE5rYw9n2BwrIjh4TGoJKh8ZFkFFbI=w408-h271-k-no,True,45.76981250000002,4.834312499999996,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:21.758Z,,['afterwork']
"https://www.google.com/maps/place/La+Bouteillerie/@45.7683331,4.828893,16z/data=!4m6!1m2!2m1!1sbar+lyon+69001!3m2!1s0x47f4eb01efd2f935:0xe5f628164aa8946b!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQp3aW5lX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5MTmw5WWNHTkJFQUU?hl=fr",La Bouteillerie,,"4,9",49.0,Magasin de vins,·  Magasinage en magasin,"9 Rue de la Martinière, 69001 Lyon, France","QR9H+8M Lyon, France",,+33 6 60 99 35 27,15h30–18h00,15h30–18h00,11h00–18h00,Fermé,Fermé,Fermé,15h30–18h00,https://lh5.googleusercontent.com/p/AF1QipMSF8ElhI3UDKyjzzgtGps2kEmeD9AnP0VbRdxd=w408-h544-k-no,False,45.76831250000002,4.829187500000003,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:25.363Z,,['']
"https://www.google.com/maps/place/Les+Arpenteurs+-+Bar,+myst%C3%A8res+et+jeux+de+soci%C3%A9t%C3%A9/@45.7683331,4.828893,16z/data=!4m6!1m2!2m1!1sbar+lyon+69001!3m2!1s0x47f4eb87f96cad75:0x6d6030e9820a1860!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlplRXgxY3pkblJSQUI?hl=fr","Les Arpenteurs - Bar, mystères et jeux de société",,"4,8",233.0,Bar,·  Livraison,"13 Rue Lanterne, 69001 Lyon, France","QR8J+JP Lyon, France",lesarpenteurs-bar.com,,17h00–0h30,17h00–0h30,15h00–0h30,15h00–23h30,17h00–0h30,17h00–0h30,17h00–0h30,https://lh5.googleusercontent.com/p/AF1QipPjAo_AfkwAYs8s7m-kEeg0WS0YlX3AD87hUfse=w408-h272-k-no,True,45.76656249999998,4.831812499999998,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:28.840Z,,['bolDair']
"https://www.google.com/maps/place/Les+Barjaqueurs/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eafb95731ff7:0x1c2f3d4c25610bc8!8m2!3d45.7704166!4d4.8367565!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTnpkamh4V21GQkVBRQ?hl=fr",Les Barjaqueurs,,"4,4",144.0,Bar,·  Service aux tables  ·  Livraison,"2 Grande Rue des Feuillants, 69001 Lyon, France","QRCP+5M Lyon, France",,+33 9 67 72 87 91,17h00–1h00,17h00–1h00,18h00–1h00,Fermé,17h00–1h00,17h00–1h00,17h00–1h00,https://lh5.googleusercontent.com/p/AF1QipPe3x_IPvtRC5sfpaylx0J7Ht0D9PcjPEHvnBMO=w408-h306-k-no,True,45.7704375,4.8366874999999965,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:32.647Z,,['bolDair']
"https://www.google.com/maps/place/Ile+de+Med+%F0%9D%90%84%F0%9D%90%A9%F0%9D%90%A2%F0%9D%90%9C%F0%9D%90%9E%F0%9D%90%AB%F0%9D%90%A2%F0%9D%90%9E+%F0%9D%90%86%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%9C%F0%9D%90%AA%F0%9D%90%AE%F0%9D%90%9E+sur+Lyon/@45.7683331,4.828893,16z/data=!4m9!1m2!2m1!1sbar+lyon+69001!3m5!1s0x47f4eb0fde60af07:0x413bca3d357ba0d6!8m2!3d45.77101!4d4.8357888!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQRkZWxp?hl=fr",Ile de Med 𝐄𝐩𝐢𝐜𝐞𝐫𝐢𝐞 𝐆𝐫𝐞𝐜𝐪𝐮𝐞 sur Lyon,,"5,0",15.0,Épicerie fine,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"22 Montée Saint-Sébastien, 69001 Lyon, France","QRCP+C7 Lyon, France",iledemed.fr,+33 6 34 28 22 47,10h00–19h00,10h00–19h00,11h00–19h00,Fermé,Fermé,10h00–19h00,10h00–19h00,https://lh5.googleusercontent.com/p/AF1QipOY8P7J1zMCNR_cQuvtWqMp9YFYAdfZ4IxKtiA=w408-h408-k-no,True,45.771062500000006,4.835687500000019,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:35.810Z,,['']
"https://www.google.com/maps/place/L'Abreuvoir/@45.7661963,4.8288996,16z/data=!4m7!1m3!2m2!1sbar+lyon+69001!6e5!3m2!1s0x47f4eafe85357a6b:0xfb794a4146a635ee!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlZiVmxwVjJGUkVBRQ?hl=fr",L'Abreuvoir,,"4,4",469.0,Bar,,"18 Rue Sainte-Catherine, 69001 Lyon, France","QR9M+7F Lyon, France",,+33 6 17 38 79 59,18h30–3h00,18h30–3h00,18h30–3h00,18h30–0h00,18h30–3h00,18h30–3h00,18h30–3h00,https://lh5.googleusercontent.com/p/AF1QipO9xu9r04YTsKWhFPOik8cIHwFyeoH-yE2mmpA=w426-h240-k-no,False,45.76818750000002,4.833687500000012,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:42.304Z,,['bolDair']
"https://www.google.com/maps/place/Le+Flan'/@45.7661963,4.8288996,16z/data=!4m7!1m3!2m2!1sbar+lyon+69001!6e5!3m2!1s0x47f4eafbfce53b05:0x1b818198e666ca59!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNiYXI?hl=fr",Le Flan',"Bières, whiskies, burgers et retransmission d’événements sportifs dans un pub irlandais cosy et boisé.","4,1",930.0,Bar,·  Service aux tables  ·  Livraison  ·  Commandes à emporter,"12 Rue du Griffon, 69001 Lyon, France","QR9P+FF Lyon, France",flanigans.fr,+33 4 78 72 51 68,16h00–21h00,16h00–21h00,12h00–21h00,12h00–21h00,Fermé,Fermé,16h00–21h00,https://lh5.googleusercontent.com/p/AF1QipPyMC9G4PSn8o0XFYXuJxn5z98-lAds_jH6JORH=w408-h318-k-no,True,45.76868750000001,4.836187500000007,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:46.152Z,,['bolDair']
"https://www.google.com/maps/place/405+Bar+%C3%A0+Bi%C3%A8res/@45.7661963,4.8288996,16z/data=!4m10!1m3!2m2!1sbar+lyon+69001!6e5!3m5!1s0x47f4eafe4530f47f:0xc14e1d5834a82c00!8m2!3d45.7671017!4d4.8318929!15sCg5iYXIgbHlvbiA2OTAwMVogCg5iYXIgbHlvbiA2OTAwMSIOYmFyIGx5b24gNjkwMDGSAQNwdWKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTm5jUzFxZDI5QlJSQUI?hl=fr",405 Bar à Bières,Ce bar sobre avec mezzanine propose 20 bières de spécialité en pression et la diffusion de matchs de rugby.,"4,4",1554.0,Pub,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"9 Rue Constantine, 69001 Lyon, France","QR8J+RQ Lyon, France",bar-a-biere-lyon.fr,+33 9 82 20 25 13,9h00–1h00,9h00–1h00,9h00–1h00,16h00–1h00,16h00–1h00,9h00–1h00,9h00–1h00,https://lh5.googleusercontent.com/p/AF1QipNiTGFkFwMZM0FPGAsVQv3DQYXnNhVCeTX5fugt=w408-h270-k-no,True,45.7670625,4.831937500000024,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:49.400Z,,['bonneBeer']
"https://www.google.com/maps/place/Le+Romarin/@45.7661963,4.8288996,16z/data=!4m10!1m3!2m2!1sbar+lyon+69001!6e5!3m5!1s0x47f4eafc097fc791:0x9a68ba0d1d4d8969!8m2!3d45.7694053!4d4.8355842!15sCg5iYXIgbHlvbiA2OTAwMZIBA2Jhcg?hl=fr",Le Romarin,,"4,7",88.0,Bar,·  Commandes à emporter,"2 Rue Romarin, 69001 Lyon, France","QR9P+Q6 Lyon, France",,+33 4 78 23 81 05,8h00–22h30,8h00–22h30,10h00–22h30,10h00–22h30,8h00–22h30,8h00–22h30,8h00–22h30,https://lh5.googleusercontent.com/p/AF1QipORYm9S7w3ac6QtN5Bzn6r3pUdUyXRk4OWjNgtd=w408-h510-k-no,False,45.769437500000016,4.8355624999999955,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:52.835Z,,['bolDair']
"https://www.google.com/maps/place/Rambler+2.0+-+Bar+-+Lyon+1/@45.7661963,4.8288996,16z/data=!4m10!1m3!2m2!1sbar+lyon+69001!6e5!3m5!1s0x47f4eaf932b4a38f:0x30656ce63cb8c0e6!8m2!3d45.7669943!4d4.8353393!15sCg5iYXIgbHlvbiA2OTAwMZIBA2Jhcg?hl=fr",Rambler 2.0 - Bar - Lyon 1,,"3,6",536.0,Bar,·  Service aux tables,"7 Rue Pizay, 69001 Lyon, France","QR8P+R4 Lyon, France",rambler2.bar,+33 4 26 55 99 61,16h30–22h00,16h30–22h00,16h30–22h00,Fermé,Fermé,16h30–22h00,16h30–22h00,https://lh5.googleusercontent.com/p/AF1QipMIimmk1crnKnav-v4bOiZoo8uksfn5RPuoboAz=w408-h306-k-no,True,45.7670625,4.8353125000000015,"https://www.google.com/maps/search/bar+lyon+69001/@45.7489043,4.8731266,14.02z",2021-05-06T19:13:55.806Z,,['bolDair']
